dataset_id,category,scenario,year_min,year_max,depth,title,summary,variables
mlotst_ssp119_2020_2100_depthsurf,mlotst,ssp119,2020,2100,depthsurf,Bio-Oracle MixedLayerDepth [depthSurf] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
mlotst_max (Maximum MixedLayerDepth, m)
mlotst_ltmax (Long-term maximum MixedLayerDepth, m)
mlotst_mean (Average MixedLayerDepth, m)
mlotst_ltmin (Long-term minimum MixedLayerDepth, m)
mlotst_min (Minimum MixedLayerDepth, m)
mlotst_range (Range MixedLayerDepth, m)
mlotst_sd (Standard deviation MixedLayerDepth, m)
","mlotst_ltmax, mlotst_ltmin, mlotst_max, mlotst_mean, mlotst_min, mlotst_range, mlotst_sd"
mlotst_ssp126_2020_2100_depthsurf,mlotst,ssp126,2020,2100,depthsurf,Bio-Oracle MixedLayerDepth [depthSurf] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
mlotst_max (Maximum MixedLayerDepth, m)
mlotst_ltmax (Long-term maximum MixedLayerDepth, m)
mlotst_mean (Average MixedLayerDepth, m)
mlotst_ltmin (Long-term minimum MixedLayerDepth, m)
mlotst_min (Minimum MixedLayerDepth, m)
mlotst_range (Range MixedLayerDepth, m)
mlotst_sd (Standard deviation MixedLayerDepth, m)
","mlotst_ltmax, mlotst_ltmin, mlotst_max, mlotst_mean, mlotst_min, mlotst_range, mlotst_sd"
mlotst_ssp245_2020_2100_depthsurf,mlotst,ssp245,2020,2100,depthsurf,Bio-Oracle MixedLayerDepth [depthSurf] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
mlotst_max (Maximum MixedLayerDepth, m)
mlotst_ltmax (Long-term maximum MixedLayerDepth, m)
mlotst_mean (Average MixedLayerDepth, m)
mlotst_ltmin (Long-term minimum MixedLayerDepth, m)
mlotst_min (Minimum MixedLayerDepth, m)
mlotst_range (Range MixedLayerDepth, m)
mlotst_sd (Standard deviation MixedLayerDepth, m)
","mlotst_ltmax, mlotst_ltmin, mlotst_max, mlotst_mean, mlotst_min, mlotst_range, mlotst_sd"
mlotst_ssp370_2020_2100_depthsurf,mlotst,ssp370,2020,2100,depthsurf,Bio-Oracle MixedLayerDepth [depthSurf] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
mlotst_max (Maximum MixedLayerDepth, m)
mlotst_ltmax (Long-term maximum MixedLayerDepth, m)
mlotst_mean (Average MixedLayerDepth, m)
mlotst_ltmin (Long-term minimum MixedLayerDepth, m)
mlotst_min (Minimum MixedLayerDepth, m)
mlotst_range (Range MixedLayerDepth, m)
mlotst_sd (Standard deviation MixedLayerDepth, m)
","mlotst_ltmax, mlotst_ltmin, mlotst_max, mlotst_mean, mlotst_min, mlotst_range, mlotst_sd"
mlotst_ssp460_2020_2100_depthsurf,mlotst,ssp460,2020,2100,depthsurf,Bio-Oracle MixedLayerDepth [depthSurf] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
mlotst_max (Maximum MixedLayerDepth, m)
mlotst_ltmax (Long-term maximum MixedLayerDepth, m)
mlotst_mean (Average MixedLayerDepth, m)
mlotst_ltmin (Long-term minimum MixedLayerDepth, m)
mlotst_min (Minimum MixedLayerDepth, m)
mlotst_range (Range MixedLayerDepth, m)
mlotst_sd (Standard deviation MixedLayerDepth, m)
","mlotst_ltmax, mlotst_ltmin, mlotst_max, mlotst_mean, mlotst_min, mlotst_range, mlotst_sd"
mlotst_ssp585_2020_2100_depthsurf,mlotst,ssp585,2020,2100,depthsurf,Bio-Oracle MixedLayerDepth [depthSurf] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
mlotst_max (Maximum MixedLayerDepth, m)
mlotst_ltmax (Long-term maximum MixedLayerDepth, m)
mlotst_mean (Average MixedLayerDepth, m)
mlotst_ltmin (Long-term minimum MixedLayerDepth, m)
mlotst_min (Minimum MixedLayerDepth, m)
mlotst_range (Range MixedLayerDepth, m)
mlotst_sd (Standard deviation MixedLayerDepth, m)
","mlotst_ltmax, mlotst_ltmin, mlotst_max, mlotst_mean, mlotst_min, mlotst_range, mlotst_sd"
no3_baseline_2000_2018_depthmax,no3,baseline,2000,2018,depthmax,Bio-Oracle Nitrate [depthMax] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range"
no3_ssp119_2020_2100_depthmax,no3,ssp119,2020,2100,depthmax,Bio-Oracle Nitrate [depthMax] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp126_2020_2100_depthmax,no3,ssp126,2020,2100,depthmax,Bio-Oracle Nitrate [depthMax] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp245_2020_2100_depthmax,no3,ssp245,2020,2100,depthmax,Bio-Oracle Nitrate [depthMax] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp370_2020_2100_depthmax,no3,ssp370,2020,2100,depthmax,Bio-Oracle Nitrate [depthMax] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp460_2020_2100_depthmax,no3,ssp460,2020,2100,depthmax,Bio-Oracle Nitrate [depthMax] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp585_2020_2100_depthmax,no3,ssp585,2020,2100,depthmax,Bio-Oracle Nitrate [depthMax] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_baseline_2000_2018_depthmean,no3,baseline,2000,2018,depthmean,Bio-Oracle Nitrate [depthMean] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range"
no3_ssp119_2020_2100_depthmean,no3,ssp119,2020,2100,depthmean,Bio-Oracle Nitrate [depthMean] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp126_2020_2100_depthmean,no3,ssp126,2020,2100,depthmean,Bio-Oracle Nitrate [depthMean] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp245_2020_2100_depthmean,no3,ssp245,2020,2100,depthmean,Bio-Oracle Nitrate [depthMean] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp370_2020_2100_depthmean,no3,ssp370,2020,2100,depthmean,Bio-Oracle Nitrate [depthMean] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp460_2020_2100_depthmean,no3,ssp460,2020,2100,depthmean,Bio-Oracle Nitrate [depthMean] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp585_2020_2100_depthmean,no3,ssp585,2020,2100,depthmean,Bio-Oracle Nitrate [depthMean] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_baseline_2000_2018_depthmin,no3,baseline,2000,2018,depthmin,Bio-Oracle Nitrate [depthMin] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range"
no3_ssp119_2020_2100_depthmin,no3,ssp119,2020,2100,depthmin,Bio-Oracle Nitrate [depthMin] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp126_2020_2100_depthmin,no3,ssp126,2020,2100,depthmin,Bio-Oracle Nitrate [depthMin] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp245_2020_2100_depthmin,no3,ssp245,2020,2100,depthmin,Bio-Oracle Nitrate [depthMin] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp370_2020_2100_depthmin,no3,ssp370,2020,2100,depthmin,Bio-Oracle Nitrate [depthMin] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp460_2020_2100_depthmin,no3,ssp460,2020,2100,depthmin,Bio-Oracle Nitrate [depthMin] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp585_2020_2100_depthmin,no3,ssp585,2020,2100,depthmin,Bio-Oracle Nitrate [depthMin] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_baseline_2000_2018_depthsurf,no3,baseline,2000,2018,depthsurf,Bio-Oracle Nitrate [depthSurf] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range"
no3_ssp119_2020_2100_depthsurf,no3,ssp119,2020,2100,depthsurf,Bio-Oracle Nitrate [depthSurf] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp126_2020_2100_depthsurf,no3,ssp126,2020,2100,depthsurf,Bio-Oracle Nitrate [depthSurf] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp245_2020_2100_depthsurf,no3,ssp245,2020,2100,depthsurf,Bio-Oracle Nitrate [depthSurf] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp370_2020_2100_depthsurf,no3,ssp370,2020,2100,depthsurf,Bio-Oracle Nitrate [depthSurf] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp460_2020_2100_depthsurf,no3,ssp460,2020,2100,depthsurf,Bio-Oracle Nitrate [depthSurf] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
no3_ssp585_2020_2100_depthsurf,no3,ssp585,2020,2100,depthsurf,Bio-Oracle Nitrate [depthSurf] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
","no3_ltmax, no3_ltmin, no3_max, no3_mean, no3_min, no3_range, no3_sd"
thetao_baseline_2000_2019_depthmax,thetao,baseline,2000,2019,depthmax,Bio-Oracle OceanTemperature [depthMax] Baseline 2000-2019.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
","thetao_ltmax, thetao_ltmin, thetao_max, thetao_mean, thetao_min, thetao_range"
thetao_ssp119_2020_2100_depthmax,thetao,ssp119,2020,2100,depthmax,Bio-Oracle OceanTemperature [depthMax] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
","thetao_ltmax, thetao_ltmin, thetao_max, thetao_mean, thetao_min, thetao_range, thetao_sd"
thetao_ssp126_2020_2100_depthmax,thetao,ssp126,2020,2100,depthmax,Bio-Oracle OceanTemperature [depthMax] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
","thetao_ltmax, thetao_ltmin, thetao_max, thetao_mean, thetao_min, thetao_range, thetao_sd"
thetao_ssp245_2020_2100_depthmax,thetao,ssp245,2020,2100,depthmax,Bio-Oracle OceanTemperature [depthMax] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
","thetao_ltmax, thetao_ltmin, thetao_max, thetao_mean, thetao_min, thetao_range, thetao_sd"
